"meanBitLifeTimePerPacket:vector MainTest.ue[0].app[0].sink ($numUEs=3, #0 - UDPDownlink-0-20240718-14:54:14-12568)",
9.750375,0.000375
9.800375,0.000375
9.850375,0.000375
9.900375,0.000375
9.950375,0.000375
10.000625,0.000624999999999999
10.050375,0.000375
10.100375,0.000375
10.150375,0.000375
10.200375,0.000375
10.25075,0.00075
10.300375,0.000375
10.350375,0.000375
10.401,0.001
10.450375,0.000375
10.50075,0.00075
10.550375,0.000375
10.600375,0.000375
10.650375,0.000375
10.700375,0.000375
10.750375,0.000375
10.801,0.001
10.850375,0.000375
10.900375,0.000375
10.950375,0.000375
11.000375,0.000375
11.050375,0.000375
11.100375,0.000375
11.15075,0.00075
11.200625,0.000624999999999999
11.250375,0.000375
11.30075,0.00075
11.350375,0.000375
11.40075,0.00075
11.450375,0.000375
11.500375,0.000375
11.550375,0.000375
11.600625,0.000624999999999999
11.650375,0.000375
11.70075,0.00075
11.750375,0.000375
11.80075,0.00075
11.850375,0.000375
11.900375,0.000375
11.950375,0.000375
12.000625,0.000624999999999999
12.050375,0.000375
12.100375,0.000375
12.15075,0.00075
12.200375,0.000375
12.250375,0.000375
12.30075,0.00075
12.350375,0.000375
12.401,0.001
12.450375,0.000375
12.50075,0.00075
12.550375,0.000375
12.60075,0.00075
12.650375,0.000375
12.700375,0.000375
12.75075,0.00075
12.801,0.001
12.850375,0.000375
12.900375,0.000375
12.950375,0.000375
13.00075,0.00075
13.050375,0.000375
13.100375,0.000375
13.150375,0.000375
13.200625,0.000624999999999999
13.250375,0.000375
13.30075,0.00075
13.350375,0.000375
13.400375,0.000375
13.450375,0.000375
13.500375,0.000375
13.55075,0.00075
13.600625,0.000624999999999999
13.65075,0.00075
13.700375,0.000375
13.750375,0.000375
13.80075,0.00075
13.850375,0.000375
13.90075,0.00075
13.950375,0.000375
14.001,0.001
14.050375,0.000375
14.10075,0.00075
14.150375,0.000375
14.20075,0.00075
14.250375,0.000375
14.30075,0.00075
14.350375,0.000375
14.401,0.001
14.450375,0.000375
14.500375,0.000375
14.550375,0.000375
14.600375,0.000375
14.650375,0.000375
14.70075,0.00075
14.750375,0.000375
14.800625,0.000624999999999999
14.850375,0.000375
14.900375,0.000375
14.950375,0.000375
15.000375,0.000375
15.05075,0.00075
15.101125,0.001124999999999999
15.150375,0.000375
15.200625,0.000624999999999999
15.25075,0.00075
15.30075,0.00075
15.350375,0.000375
15.40075,0.00075
15.450375,0.000375
15.500375,0.000375
15.550375,0.000375
15.601,0.001
15.650375,0.000375
15.700375,0.000375
15.75075,0.00075
15.80075,0.00075
15.850375,0.000375
15.900375,0.000375
15.950375,0.000375
16.000625,0.000624999999999999
16.050375,0.000375
16.100375,0.000375
16.150375,0.000375
16.200375,0.000375
16.250375,0.000375
16.300375,0.000375
16.350375,0.000375
16.400625,0.000624999999999999
16.450375,0.000375
16.500375,0.000375
16.550375,0.000375
16.600375,0.000375
16.650375,0.000375
16.700375,0.000375
16.750375,0.000375
16.800625,0.000624999999999999
16.850375,0.000375
16.900375,0.000375
16.950375,0.000375
17.000375,0.000375
17.050375,0.000375
17.10075,0.00075
17.150375,0.000375
17.200625,0.000624999999999999
17.250375,0.000375
17.300375,0.000375
17.350375,0.000375
17.400375,0.000375
17.450375,0.000375
17.500375,0.000375
17.550375,0.000375
17.600625,0.000624999999999999
17.650375,0.000375
17.70075,0.00075
17.750375,0.000375
17.800375,0.000375
17.850375,0.000375
17.90075,0.00075
17.950375,0.000375
18.000625,0.000624999999999999
18.050375,0.000375
18.100375,0.000375
18.15075,0.00075
18.200375,0.000375
18.250375,0.000375
18.300375,0.000375
18.350375,0.000375
18.400625,0.000624999999999999
18.450375,0.000375
18.500375,0.000375
18.550375,0.000375
18.600375,0.000375
18.65075,0.00075
18.700375,0.000375
18.750375,0.000375
18.800625,0.000624999999999999
18.850375,0.000375
18.900375,0.000375
18.950375,0.000375
19.000375,0.000375
19.050375,0.000375
19.100375,0.000375
19.150375,0.000375
19.200625,0.000624999999999999
19.250375,0.000375
19.300375,0.000375
19.350375,0.000375
19.400375,0.000375
19.45075,0.00075
19.500375,0.000375
19.550375,0.000375
19.600625,0.000624999999999999
19.650375,0.000375
19.70075,0.00075
19.750375,0.000375
19.800375,0.000375
19.850375,0.000375
19.900375,0.000375
19.950375,0.000375
20.000625,0.000624999999999999
20.050375,0.000375
20.100375,0.000375
20.150375,0.000375
20.200375,0.000375
20.25075,0.00075
20.300375,0.000375
20.350375,0.000375
20.400625,0.000624999999999999
20.450375,0.000375
20.500375,0.000375
20.550375,0.000375
20.600375,0.000375
20.650375,0.000375
20.700375,0.000375
20.750375,0.000375
20.800625,0.000624999999999999
20.850375,0.000375
20.900375,0.000375
20.950375,0.000375
21.000375,0.000375
21.050375,0.000375
21.100375,0.000375
21.150375,0.000375
21.200625,0.000624999999999999
21.250375,0.000375
21.300375,0.000375
21.350375,0.000375
21.400375,0.000375
21.450375,0.000375
21.500375,0.000375
21.550375,0.000375
21.600625,0.000624999999999999
21.650375,0.000375
21.700375,0.000375
21.750375,0.000375
21.800375,0.000375
21.850375,0.000375
21.900375,0.000375
21.950375,0.000375
22.000625,0.000624999999999999
22.050375,0.000375
22.100375,0.000375
22.150375,0.000375
22.200375,0.000375
22.250375,0.000375
22.300375,0.000375
22.350375,0.000375
22.400625,0.000624999999999999
22.450375,0.000375
22.500375,0.000375
22.550375,0.000375
22.600375,0.000375
22.650375,0.000375
22.700375,0.000375
22.750375,0.000375
22.801,0.001
22.850375,0.000375
22.900375,0.000375
22.950375,0.000375
23.000375,0.000375
23.050375,0.000375
23.100375,0.000375
23.150375,0.000375
23.200625,0.000624999999999999
23.250375,0.000375
23.30075,0.00075
23.350375,0.000375
23.400375,0.000375
23.450375,0.000375
23.500375,0.000375
23.550375,0.000375
23.600625,0.000624999999999999
23.650375,0.000375
23.700375,0.000375
23.750375,0.000375
23.800375,0.000375
23.850375,0.000375
23.900375,0.000375
23.950375,0.000375
24.000625,0.000624999999999999
24.050375,0.000375
24.10075,0.00075
24.150375,0.000375
24.200375,0.000375
24.250375,0.000375
24.300375,0.000375
24.350375,0.000375
24.400625,0.000624999999999999
24.450375,0.000375
24.500375,0.000375
24.550375,0.000375
24.600375,0.000375
24.650375,0.000375
24.700375,0.000375
24.750375,0.000375
24.800625,0.000624999999999999
24.850375,0.000375
24.90075,0.00075
24.950375,0.000375
25.000375,0.000375
25.050375,0.000375
25.100375,0.000375
25.150375,0.000375
25.200625,0.000624999999999999
25.250375,0.000375
25.300375,0.000375
25.350375,0.000375
25.400375,0.000375
25.450375,0.000375
25.500375,0.000375
25.550375,0.000375
25.600625,0.000624999999999999
25.650375,0.000375
25.700375,0.000375
25.750375,0.000375
25.800375,0.000375
25.850375,0.000375
25.900375,0.000375
25.95075,0.00075
26.000625,0.000624999999999999
26.050375,0.000375
26.100375,0.000375
26.150375,0.000375
26.200375,0.000375
26.250375,0.000375
26.300375,0.000375
26.350375,0.000375
26.400625,0.000624999999999999
26.450375,0.000375
26.500375,0.000375
26.550375,0.000375
26.600375,0.000375
26.650375,0.000375
26.700375,0.000375
26.750375,0.000375
26.800625,0.000624999999999999
26.850375,0.000375
26.900375,0.000375
26.950375,0.000375
27.000375,0.000375
27.050375,0.000375
27.10075,0.00075
27.150375,0.000375
27.201,0.001
27.250375,0.000375
27.300375,0.000375
27.350375,0.000375
27.400375,0.000375
27.450375,0.000375
27.500375,0.000375
27.55075,0.00075
27.600625,0.000624999999999999
27.650375,0.000375
27.700375,0.000375
27.750375,0.000375
27.800375,0.000375
27.850375,0.000375
27.900375,0.000375
27.950375,0.000375
28.000625,0.000624999999999999
28.05075,0.00075
28.100375,0.000375
28.150375,0.000375
28.200375,0.000375
28.250375,0.000375
28.30075,0.00075
28.350375,0.000375
28.400625,0.000624999999999999
28.450375,0.000375
28.500375,0.000375
28.55075,0.00075
28.60075,0.00075
28.650375,0.000375
28.700375,0.000375
28.750375,0.000375
28.800625,0.000624999999999999
28.850375,0.000375
28.900375,0.000375
28.951125,0.001124999999999999
29.000375,0.000375
29.050375,0.000375
29.100375,0.000375
29.15075,0.00075
29.201,0.001
29.250375,0.000375
29.300375,0.000375
29.350375,0.000375
29.400375,0.000375
29.450375,0.000375
29.50075,0.00075
29.550375,0.000375
29.601,0.001
29.650375,0.000375
29.700375,0.000375
29.750375,0.000375
29.80075,0.00075
29.850375,0.000375
29.900375,0.000375
29.951125,0.001124999999999999
30.000625,0.000624999999999999
30.050375,0.000375
30.10075,0.00075
30.150375,0.000375
30.200375,0.000375
30.250375,0.000375
30.300375,0.000375
30.350375,0.000375
30.400625,0.000624999999999999
30.450375,0.000375
30.500375,0.000375
30.551125,0.001124999999999999
30.600375,0.000375
30.650375,0.000375
30.700375,0.000375
30.75075,0.00075
30.800625,0.000624999999999999
30.850375,0.000375
30.900375,0.000375
30.950375,0.000375
31.000375,0.000375
31.050375,0.000375
31.10075,0.00075
31.150375,0.000375
31.200625,0.000624999999999999
31.250375,0.000375
31.300375,0.000375
31.350375,0.000375
31.400375,0.000375
31.450375,0.000375
31.500375,0.000375
31.550375,0.000375
31.600625,0.000624999999999999
31.650375,0.000375
31.700375,0.000375
31.750375,0.000375
31.800375,0.000375
31.850375,0.000375
31.900375,0.000375
31.95075,0.00075
32.000625,0.000624999999999999
32.050375,0.000375
32.10075,0.00075
32.150375,0.000375
32.200375,0.000375
32.250375,0.000375
32.300375,0.000375
32.350375,0.000375
32.400625,0.000624999999999999
32.450375,0.000375
32.50075,0.00075
32.550375,0.000375
32.60075,0.00075
32.650375,0.000375
32.700375,0.000375
32.750375,0.000375
32.800625,0.000624999999999999
32.850375,0.000375
32.900375,0.000375
32.950375,0.000375
33.00075,0.00075
33.050375,0.000375
33.10075,0.00075
33.150375,0.000375
33.200625,0.000624999999999999
33.250375,0.000375
33.300375,0.000375
33.350375,0.000375
33.400375,0.000375
33.450375,0.000375
33.50075,0.00075
33.550375,0.000375
33.600625,0.000624999999999999
33.650375,0.000375
33.700375,0.000375
33.750375,0.000375
33.800375,0.000375
33.850375,0.000375
33.900375,0.000375
33.95075,0.00075
34.000625,0.000624999999999999
34.050375,0.000375
34.100375,0.000375
34.15075,0.00075
34.200375,0.000375
34.250375,0.000375
34.30075,0.00075
34.350375,0.000375
34.400625,0.000624999999999999
34.450375,0.000375
34.500375,0.000375
34.550375,0.000375
34.600375,0.000375
34.65075,0.00075
34.700375,0.000375
34.750375,0.000375
34.800625,0.000624999999999999
34.850375,0.000375
34.900375,0.000375
34.950375,0.000375
35.000375,0.000375
35.050375,0.000375
35.100375,0.000375
35.150375,0.000375
35.200625,0.000624999999999999
35.251125,0.001124999999999999
35.300375,0.000375
35.350375,0.000375
35.400375,0.000375
35.45075,0.00075
35.500375,0.000375
35.550375,0.000375
35.601375,0.001374999999999999
35.650375,0.000375
35.70075,0.00075
35.750375,0.000375
35.800375,0.000375
35.850375,0.000375
35.900375,0.000375
35.950375,0.000375
36.000625,0.000624999999999999
36.050375,0.000375
36.100375,0.000375
36.15075,0.00075
36.200375,0.000375
36.250375,0.000375
36.300375,0.000375
36.350375,0.000375
36.400625,0.000624999999999999
36.450375,0.000375
36.50075,0.00075
36.550375,0.000375
36.600375,0.000375
36.65075,0.00075
36.700375,0.000375
36.75075,0.00075
36.801,0.001
36.850375,0.000375
36.900375,0.000375
36.95075,0.00075
37.00075,0.00075
37.050375,0.000375
37.100375,0.000375
37.150375,0.000375
37.200625,0.000624999999999999
37.250375,0.000375
37.300375,0.000375
37.350375,0.000375
37.400375,0.000375
37.45075,0.00075
37.500375,0.000375
37.550375,0.000375
37.600625,0.000624999999999999
37.650375,0.000375
37.700375,0.000375
37.750375,0.000375
37.800375,0.000375
37.850375,0.000375
37.900375,0.000375
37.950375,0.000375
38.000625,0.000624999999999999
38.05075,0.00075
38.10075,0.00075
38.150375,0.000375
38.200375,0.000375
38.250375,0.000375
38.300375,0.000375
38.350375,0.000375
38.400625,0.000624999999999999
38.450375,0.000375
38.50075,0.00075
38.550375,0.000375
38.600375,0.000375
38.650375,0.000375
38.700375,0.000375
38.750375,0.000375
38.800625,0.000624999999999999
38.850375,0.000375
38.900375,0.000375
38.950375,0.000375
39.00075,0.00075
39.050375,0.000375
39.100375,0.000375
39.150375,0.000375
39.201,0.001
39.250375,0.000375
39.300375,0.000375
39.350375,0.000375
39.40075,0.00075
39.450375,0.000375
39.500375,0.000375
39.55075,0.00075
39.600625,0.000624999999999999
39.650375,0.000375
39.700375,0.000375
39.750375,0.000375
39.800375,0.000375
39.850375,0.000375
39.90075,0.00075
39.950375,0.000375
40.001,0.001
40.050375,0.000375
40.100375,0.000375
40.150375,0.000375
40.200375,0.000375
40.250375,0.000375
40.300375,0.000375
40.35075,0.00075
40.400625,0.000624999999999999
40.450375,0.000375
40.500375,0.000375
40.550375,0.000375
40.600375,0.000375
40.650375,0.000375
40.700375,0.000375
40.750375,0.000375
40.800625,0.000624999999999999
40.851125,0.001124999999999999
40.900375,0.000375
40.950375,0.000375
41.000375,0.000375
41.050375,0.000375
41.100375,0.000375
41.150375,0.000375
41.200625,0.000624999999999999
41.250375,0.000375
41.30075,0.00075
41.350375,0.000375
41.400375,0.000375
41.450375,0.000375
41.500375,0.000375
41.55075,0.00075
41.600625,0.000624999999999999
41.650375,0.000375
41.700375,0.000375
41.75075,0.00075
41.800375,0.000375
41.850375,0.000375
41.900375,0.000375
41.950375,0.000375
42.000625,0.000624999999999999
42.050375,0.000375
42.100375,0.000375
42.15075,0.00075
42.200375,0.000375
42.250375,0.000375
42.300375,0.000375
42.350375,0.000375
42.401,0.001
42.450375,0.000375
42.500375,0.000375
42.550375,0.000375
42.600375,0.000375
42.650375,0.000375
42.700375,0.000375
42.75075,0.00075
42.800625,0.000624999999999999
42.850375,0.000375
42.90075,0.00075
42.950375,0.000375
43.000375,0.000375
43.050375,0.000375
43.10075,0.00075
43.150375,0.000375
43.200625,0.000624999999999999
43.250375,0.000375
43.30075,0.00075
43.350375,0.000375
43.400375,0.000375
43.450375,0.000375
43.500375,0.000375
43.550375,0.000375
43.600625,0.000624999999999999
43.650375,0.000375
43.70075,0.00075
43.750375,0.000375
43.800375,0.000375
43.850375,0.000375
43.900375,0.000375
43.95075,0.00075
44.000625,0.000624999999999999
44.051125,0.001124999999999999
44.100375,0.000375
44.150375,0.000375
44.200375,0.000375
44.25075,0.00075
44.300375,0.000375
44.350375,0.000375
44.400625,0.000624999999999999
44.450375,0.000375
44.500375,0.000375
44.550375,0.000375
44.600375,0.000375
44.650375,0.000375
44.700375,0.000375
44.75075,0.00075
44.800625,0.000624999999999999
44.85075,0.00075
44.90075,0.00075
44.950375,0.000375
45.00075,0.00075
45.050375,0.000375
45.100375,0.000375
45.150375,0.000375
45.201,0.001
45.250375,0.000375
45.300375,0.000375
45.350375,0.000375
45.400375,0.000375
45.450375,0.000375
45.500375,0.000375
45.550375,0.000375
45.601,0.001
45.650375,0.000375
45.700375,0.000375
45.75075,0.00075
45.800375,0.000375
45.850375,0.000375
45.90075,0.00075
45.950375,0.000375
46.000625,0.000624999999999999
46.050375,0.000375
46.100375,0.000375
46.150375,0.000375
46.200375,0.000375
46.250375,0.000375
46.300375,0.000375
46.350375,0.000375
46.400625,0.000624999999999999
46.45075,0.00075
46.500375,0.000375
46.550375,0.000375
46.600375,0.000375
46.650375,0.000375
46.700375,0.000375
46.750375,0.000375
46.801,0.001
46.850375,0.000375
46.900375,0.000375
46.950375,0.000375
47.000375,0.000375
47.050375,0.000375
47.100375,0.000375
47.150375,0.000375
47.201,0.001
47.250375,0.000375
47.300375,0.000375
47.350375,0.000375
47.400375,0.000375
47.45075,0.00075
47.50075,0.00075
47.550375,0.000375
47.600625,0.000624999999999999
47.650375,0.000375
47.700375,0.000375
47.750375,0.000375
47.80075,0.00075
47.850375,0.000375
47.900375,0.000375
47.950375,0.000375
48.000625,0.000624999999999999
48.050375,0.000375
48.100375,0.000375
48.150375,0.000375
48.200375,0.000375
48.250375,0.000375
48.300375,0.000375
48.350375,0.000375
48.400625,0.000624999999999999
48.450375,0.000375
48.500375,0.000375
48.550375,0.000375
48.600375,0.000375
48.650375,0.000375
48.700375,0.000375
48.750375,0.000375
48.800625,0.000624999999999999
48.850375,0.000375
48.900375,0.000375
48.950375,0.000375
49.000375,0.000375
49.050375,0.000375
49.100375,0.000375
49.150375,0.000375
49.200625,0.000624999999999999
49.250375,0.000375
49.300375,0.000375
49.350375,0.000375
49.400375,0.000375
49.450375,0.000375
49.500375,0.000375
49.550375,0.000375
49.600625,0.000624999999999999
49.650375,0.000375
49.70075,0.00075
49.750375,0.000375
49.800375,0.000375
49.850375,0.000375
49.900375,0.000375
49.950375,0.000375
50.001,0.001
50.050375,0.000375
50.100375,0.000375
50.150375,0.000375
50.20075,0.00075
50.250375,0.000375
50.300375,0.000375
50.350375,0.000375
50.400625,0.000624999999999999
50.450375,0.000375
50.500375,0.000375
50.55075,0.00075
50.600375,0.000375
50.650375,0.000375
50.700375,0.000375
50.750375,0.000375
50.800625,0.000624999999999999
50.850375,0.000375
50.90075,0.00075
50.950375,0.000375
51.000375,0.000375
51.050375,0.000375
51.100375,0.000375
51.150375,0.000375
51.200625,0.000624999999999999
51.250375,0.000375
51.300375,0.000375
51.350375,0.000375
51.400375,0.000375
51.450375,0.000375
51.500375,0.000375
51.55075,0.00075
51.600625,0.000624999999999999
51.65075,0.00075
51.700375,0.000375
51.75075,0.00075
51.80075,0.00075
51.850375,0.000375
51.90075,0.00075
51.950375,0.000375
52.000625,0.000624999999999999
52.050375,0.000375
52.100375,0.000375
52.150375,0.000375
52.200375,0.000375
52.250375,0.000375
52.300375,0.000375
52.350375,0.000375
52.400625,0.000624999999999999
52.450375,0.000375
52.500375,0.000375
52.550375,0.000375
52.600375,0.000375
52.650375,0.000375
52.700375,0.000375
52.75075,0.00075
52.800625,0.000624999999999999
52.850375,0.000375
52.900375,0.000375
52.950375,0.000375
53.000375,0.000375
53.050375,0.000375
53.100375,0.000375
53.150375,0.000375
53.200625,0.000624999999999999
53.25075,0.00075
53.30075,0.00075
53.350375,0.000375
53.400375,0.000375
53.45075,0.00075
53.50075,0.00075
53.550375,0.000375
53.600625,0.000624999999999999
53.650375,0.000375
53.70075,0.00075
53.750375,0.000375
53.800375,0.000375
53.850375,0.000375
53.90075,0.00075
53.950375,0.000375
54.001,0.001
54.050375,0.000375
54.100375,0.000375
54.150375,0.000375
54.200375,0.000375
54.250375,0.000375
54.30075,0.00075
54.350375,0.000375
54.401,0.001
54.450375,0.000375
54.500375,0.000375
54.55075,0.00075
54.600375,0.000375
54.650375,0.000375
54.700375,0.000375
54.750375,0.000375
54.800625,0.000624999999999999
54.850375,0.000375
54.900375,0.000375
54.950375,0.000375
55.00075,0.00075
55.050375,0.000375
55.10075,0.00075
55.150375,0.000375
55.200625,0.000624999999999999
55.251125,0.001124999999999999
55.301125,0.001124999999999999
55.350375,0.000375
55.400375,0.000375
55.450375,0.000375
55.500375,0.000375
55.550375,0.000375
55.601,0.001
55.650375,0.000375
55.700375,0.000375
55.750375,0.000375
55.800375,0.000375
55.85075,0.00075
55.900375,0.000375
55.950375,0.000375
56.000625,0.000624999999999999
56.050375,0.000375
56.100375,0.000375
56.150375,0.000375
56.200375,0.000375
56.251125,0.001124999999999999
56.30075,0.00075
56.350375,0.000375
56.400625,0.000624999999999999
56.45075,0.00075
56.500375,0.000375
56.550375,0.000375
56.600375,0.000375
56.65075,0.00075
56.700375,0.000375
56.750375,0.000375
56.800625,0.000624999999999999
56.850375,0.000375
56.90075,0.00075
56.950375,0.000375
57.00075,0.00075
57.050375,0.000375
57.100375,0.000375
57.150375,0.000375
57.200625,0.000624999999999999
57.250375,0.000375
57.300375,0.000375
57.350375,0.000375
57.400375,0.000375
57.450375,0.000375
57.501125,0.001124999999999999
57.550375,0.000375
57.601,0.001
57.650375,0.000375
57.700375,0.000375
57.750375,0.000375
57.800375,0.000375
57.850375,0.000375
57.901125,0.001124999999999999
57.950375,0.000375
58.000625,0.000624999999999999
58.050375,0.000375
58.100375,0.000375
58.15075,0.00075
58.20075,0.00075
58.250375,0.000375
58.300375,0.000375
58.350375,0.000375
58.400625,0.000624999999999999
58.450375,0.000375
58.50075,0.00075
58.550375,0.000375
58.60075,0.00075
58.650375,0.000375
58.700375,0.000375
58.75075,0.00075
58.800625,0.000624999999999999
58.851125,0.001124999999999999
58.900375,0.000375
58.95075,0.00075
59.000375,0.000375
59.05075,0.00075
59.10075,0.00075
59.150375,0.000375
59.200625,0.000624999999999999
59.25075,0.00075
59.300375,0.000375
59.35075,0.00075
59.400375,0.000375
59.450375,0.000375
59.50075,0.00075
59.550375,0.000375
59.600625,0.000624999999999999
59.650375,0.000375
59.70075,0.00075
59.750375,0.000375
59.800375,0.000375
59.850375,0.000375
59.900375,0.000375
59.950375,0.000375
60.001,0.001
60.050375,0.000375
60.10075,0.00075
60.150375,0.000375
60.20075,0.00075
60.250375,0.000375
60.301125,0.001124999999999999
60.350375,0.000375
60.401,0.001
60.450375,0.000375
60.50075,0.00075
60.550375,0.000375
60.60075,0.00075
60.650375,0.000375
60.700375,0.000375
60.75075,0.00075
60.800625,0.000624999999999999
60.850375,0.000375
60.90075,0.00075
60.950375,0.000375
61.00075,0.00075
61.050375,0.000375
61.100375,0.000375
61.15075,0.00075
61.201,0.001
61.250375,0.000375
61.30075,0.00075
61.350375,0.000375
61.400375,0.000375
61.45075,0.00075
61.50075,0.00075
61.550375,0.000375
61.600625,0.000624999999999999
61.65075,0.00075
61.700375,0.000375
61.751125,0.001124999999999999
61.800375,0.000375
61.850375,0.000375
61.900375,0.000375
61.950375,0.000375
62.000625,0.000624999999999999
62.05075,0.00075
62.100375,0.000375
62.150375,0.000375
62.200375,0.000375
62.250375,0.000375
62.301125,0.001124999999999999
62.350375,0.000375
62.400625,0.000624999999999999
62.451125,0.001124999999999999
62.50075,0.00075
62.550375,0.000375
62.600375,0.000375
62.650375,0.000375
62.70075,0.00075
62.750375,0.000375
62.801375,0.001374999999999999
62.850375,0.000375
62.900375,0.000375
62.950375,0.000375
63.000375,0.000375
63.050375,0.000375
63.100375,0.000375
63.150375,0.000375
63.201,0.001
63.250375,0.000375
63.300375,0.000375
63.350375,0.000375
63.400375,0.000375
63.45075,0.00075
63.50075,0.00075
63.550375,0.000375
63.600625,0.000624999999999999
63.650375,0.000375
63.700375,0.000375
63.750375,0.000375
63.80075,0.00075
63.850375,0.000375
63.90075,0.00075
63.950375,0.000375
64.000625,0.000624999999999999
64.051125,0.001124999999999999
64.10075,0.00075
64.150375,0.000375
64.200375,0.000375
64.25075,0.00075
64.300375,0.000375
64.350375,0.000375
64.401,0.001
64.450375,0.000375
64.500375,0.000375
64.550375,0.000375
64.60075,0.00075
64.650375,0.000375
64.700375,0.000375
64.750375,0.000375
64.801,0.001
64.850375,0.000375
64.900375,0.000375
64.951125,0.001124999999999999
65.000375,0.000375
65.050375,0.000375
65.100375,0.000375
65.150375,0.000375
65.200625,0.000624999999999999
65.250375,0.000375
65.300375,0.000375
65.350375,0.000375
65.40075,0.00075
65.450375,0.000375
65.500375,0.000375
65.550375,0.000375
65.600625,0.000624999999999999
65.650375,0.000375
65.70075,0.00075
65.750375,0.000375
65.800375,0.000375
65.850375,0.000375
65.900375,0.000375
65.950375,0.000375
66.000625,0.000624999999999999
66.050375,0.000375
