,runID,module,name,vectime,vecvalue,interpolationmode,moduledisplaypath,recordingmode,source,title,unit,numUEs,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset
0,UDPDownlink-0-20240627-11:40:45-14535,MainTest.ue[0].app[0].sink,meanBitLifeTimePerPacket:vector,[2.312500e-03 5.037500e-02 1.003750e-01 1.503750e-01 2.003750e-01 2.503750e-01 3.003750e-01 3.503750e-01 4.006250e-01 4.503750e-01 5.003750e-01 5.503750e-01 6.003750e-01 6.503750e-01 7.003750e-01 7.503750e-01 8.006250e-01 8.503750e-01 9.003750e-01 9.503750e-01 1.000375e+00 1.050375e+00 1.100375e+00 1.150375e+00 1.200625e+00 1.250375e+00 1.300375e+00 1.350375e+00 1.400375e+00 1.450375e+00 1.500375e+00 1.550375e+00 1.600625e+00 1.650375e+00 1.700375e+00 1.750375e+00 1.800375e+00 1.850375e+00 1.900375e+00 1.950375e+00 2.000625e+00 2.050375e+00 2.100375e+00 2.150375e+00 2.200375e+00 2.250375e+00 2.300375e+00 2.350375e+00 2.400625e+00 2.450375e+00 2.500375e+00 2.550375e+00 2.600375e+00 2.650375e+00 2.700375e+00 2.750375e+00 2.800625e+00 2.850375e+00 2.900375e+00 2.950375e+00 3.000375e+00 3.050375e+00 3.100375e+00 3.150375e+00 3.200625e+00 3.250375e+00 3.300375e+00 3.350375e+00 3.400375e+00 3.450375e+00 3.500375e+00 3.550375e+00 3.600625e+00 3.650375e+00 3.700375e+00 3.750375e+00 3.800375e+00 3.850375e+00 3.900375e+00 3.950375e+00 4.000625e+00 4.050375e+00 4.100375e+00 4.150375e+00 4.200375e+00 4.250375e+00 4.300375e+00 4.350375e+00 4.400625e+00 4.450375e+00 4.500375e+00 4.550375e+00 4.600375e+00 4.650375e+00 4.700375e+00 4.750375e+00 4.800625e+00 4.850375e+00 4.900375e+00],[0.0023125 0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000375  0.000625  0.000375  0.000375 ],none,MainTest.ue[0].network control.sink,vector,weightedMeanPerGroup(groupRegionsPerPacket(lifeTimePerRegion(packetPushed))),mean bit life time per packet,s,3,UDPDownlink,20240627-11:40:45,20240627-114045,UDPDownlink,MainTest.ini,$numUEs=3,numUEs=3,numUEs=3-,$numUEs=3,tsnfivegcomm.simulations.Kouros.TestCase4.MainTest,14535,0,#0,results,0,0
