"rcvdSinrDl:vector MainTest.ue[0].cellularNic.nrChannelModel[0] ($numUEs=3, #0 - UDPDownlink-0-20240718-10:23:11-9555)",
17.9001875,16.6155505833649996
17.9005625,21.41347879379299706
17.9501875,22.74951723156999597
18.0004375,18.7283071114920005
18.0501875,17.36113003340499708
18.1001875,21.55061585091100075
18.1501875,19.978418575492995
18.1505625,18.61884156399700166
18.1509375,18.61884156399700166
18.2001875,17.1635523447460016
18.2501875,17.20791911369099828
18.2505625,18.62819564332099977
18.3001875,18.74697393064099762
18.3501875,21.29723411565100113
18.4004375,18.09811430335399501
18.4008125,15.31248152872699813
18.4011875,18.64677297673699735
18.4501875,22.51153050796499845
18.5001875,20.5433467158200002
18.5501875,16.19690262997299606
18.5505625,18.65599573798899507
18.6001875,20.00085040698100152
18.6501875,18.88878421305700066
18.7001875,16.302491328696
18.7005625,13.95145448743999943
18.7009375,18.6743082188429951
18.7501875,22.53906575007099625
18.8004375,20.31971920602699546
18.8501875,13.42787635183900003
18.8505625,18.68339744676499938
18.9001875,8.50170176538579976
18.9005625,12.19230660247299976
18.9501875,22.55719920350599481
19.0001875,15.19836783924899843
19.0501875,16.08694998488899578
19.1001875,14.98765017203199782
19.1005625,19.92498238294199803
19.1501875,22.57515166661999463
19.2004375,15.63425784134899735
19.2501875,25.23513144757200157
19.3001875,24.02139730179899845
19.3501875,22.92175958759699476
19.4001875,23.54792163725599595
19.4501875,17.59133690688300072
19.5001875,22.04376516647899808
19.5005625,20.3687547069169951
19.5501875,24.88509024248099865
19.6004375,21.04263156978799988
19.6501875,23.7540004456200008
19.7001875,19.51143063699399956
19.7005625,21.54243648169399697
19.7501875,24.90248800352299687
19.8001875,21.92344358877100053
19.8501875,20.70941131915400026
19.9001875,25.86123127527099532
19.9501875,25.5425805714279973
20.0004375,25.1796689077859951
20.0501875,25.22143563718499585
20.1001875,24.1542241650039954
20.1501875,23.99840568569300095
20.2001875,21.42015897138099937
20.2005625,26.06052695596400057
20.2501875,24.94515220612500165
20.3001875,26.28963783492599752
20.3501875,24.74261521946899467
20.4004375,24.0724901515409967
20.4501875,23.79429574597099865
20.5001875,21.90068930950899772
20.5501875,22.7621840577860012
20.6001875,30.1326483057139994
20.6501875,25.11774084666100027
20.7001875,29.53278516366999882
20.7501875,27.0018350301710014
20.8004375,28.48786491176799972
20.8501875,24.30051253100099717
20.8505625,26.8614838435949962
20.9001875,28.96718508831600037
20.9501875,30.7361847707549954
21.0001875,28.99352513554099875
21.0501875,26.9782958533199987
21.1001875,29.41921826132499962
21.1501875,25.4288100962600011
21.2004375,28.08277391160699907
21.2501875,21.05211033152999525
21.3001875,20.9988916778779994
21.3501875,25.04944119019399542
21.4001875,29.54947651094600032
21.4501875,25.6612729786220014
21.5001875,23.39853851027000065
21.5501875,28.72465207300599835
21.6004375,25.18224634737899932
21.6501875,28.30739490595599492
21.7001875,26.04759641365500037
21.7005625,28.6727517841880014
21.7501875,29.4927290779839949
21.8001875,30.76776621002100132
21.8501875,25.95269766563299627
21.9001875,29.7276509983129954
21.9501875,31.06745551150599727
22.0004375,29.623305402107995
22.0501875,23.0812707526979962
22.0505625,27.241225539672996
22.1001875,27.50972535852899612
22.1501875,25.0525393383999954
22.2001875,24.09245226644500082
22.2005625,26.51027901213599582
22.2501875,29.5303755254419967
22.3001875,25.13862823348900115
22.3005625,29.74005447103699837
22.3501875,29.53774649094199832
22.4004375,22.94545544845599481
22.4008125,26.26637414366700072
22.4501875,29.54506415358899562
22.5001875,24.97677446173899785
22.5005625,24.39817574241299512
22.5501875,29.55232828883699612
22.6001875,25.138845381010995
22.6501875,21.67561668067600062
22.7001875,26.62505185548099707
22.7501875,26.1801376695289959
22.8004375,21.54425043227200112
22.8008125,28.51681985665599925
22.8501875,31.7855667389910009
22.9001875,27.94923764059500105
22.9501875,27.26758820379399842
23.0001875,30.4804779997659948
23.0501875,32.91590777514099375
23.1001875,28.78291105383100032
23.1501875,26.36244173996599462
23.2004375,30.3481104184429994
23.2501875,31.01240809912399482
23.3001875,25.2411813087270004
23.3501875,22.56410103759800015
23.3505625,29.54600815108099695
23.4001875,30.08349887526299667
23.4501875,28.39849009604800032
23.5001875,28.70020887060699962
23.5005625,25.93555706630699822
23.5501875,31.83374637603499467
23.6004375,21.1241814446360009
23.6008125,23.53389310147100125
23.6501875,31.84040717470799807
23.7001875,28.75874966639199915
23.7501875,29.19770368312200037
23.8001875,26.25963454403699862
23.8501875,30.2740516109249994
23.9001875,31.7334514642800015
23.9501875,25.24989005743199745
24.0004375,24.69297075585299682
24.0008125,29.86354703685099552
24.0501875,27.16295520068999977
24.1001875,25.2880952910789957
24.1501875,22.75528226866899916
24.2001875,26.60842815918199727
24.2501875,23.26094954145899852
24.2505625,24.90140495272099475
24.3001875,22.96326702382899745
24.3501875,23.57255907208699585
24.3505625,24.90766837370299657
24.4004375,26.8847481967199967
24.4501875,28.86376796265999887
24.5001875,22.34175529279499976
24.5501875,20.48146759253999952
24.5505625,24.92002224111099897
24.6001875,22.58154882303099945
24.6501875,23.15811757597599995
24.7001875,23.04162681162399901
24.7501875,25.11731023099999752
24.8004375,22.49163936809100043
24.8501875,26.8800166652579974
24.9001875,14.17826863487499975
24.9005625,22.17645342005199887
24.9501875,27.2182815250169979
25.0001875,23.82326789943099487
25.0005625,24.38399867655699882
25.0501875,27.22413762043299805
25.1001875,23.36404497555599837
25.1005625,23.64643203564899912
25.1501875,27.22993474165500047
25.2004375,25.8424186437109994
25.2501875,21.10939049908199643
25.3001875,21.698383926166997
25.3501875,20.10056792696799722
25.4001875,19.87245124054999926
25.4501875,23.18082277695099677
25.5001875,19.01546932022899472
25.5501875,20.9412721716199996
25.6004375,16.50175191949799818
25.6008125,20.1158895349479962
25.6501875,22.63932487428100151
25.7001875,24.1788032277840016
25.7501875,15.69844566796900047
25.7505625,18.78000664254099652
25.8001875,19.97446616488399932
25.8501875,19.91023081305299757
25.9001875,16.17068705230899887
25.9005625,11.12825131037699929
25.9501875,22.65546173571100033
26.0004375,9.45988195952519813
26.0008125,19.72770495824499895
26.0501875,22.66071963773899956
26.1001875,15.62956383228699756
26.1005625,20.1225562816789959
26.1501875,22.6659167162549976
26.2001875,14.60665166134899801
26.2005625,19.68479886408799468
26.2501875,22.6710527951729971
26.3001875,18.246411789606995
26.3501875,21.36458584532099526
26.4004375,1.872003671390199731
26.4008125,18.8262622358769959
26.4501875,21.98141673123999587
26.5001875,22.65497965544099647
26.5501875,19.88514177064299551
26.6001875,17.00976923350899732
26.6501875,21.08244526398299702
26.7001875,19.2287194584679994
26.7501875,20.87607020913699776
26.8004375,18.71395621887300102
26.8501875,19.1216575360929965
26.9001875,18.9504546433130016
26.9501875,19.95322101561699658
27.0001875,19.01688776385899608
27.0501875,20.26953368831399863
27.1001875,12.60901907000500083
27.1005625,21.49911789470100126
27.1501875,22.01477979098499551
27.2004375,14.9836408123730002
27.2008125,17.15382832065299818
27.2501875,22.01929656902899516
27.3001875,19.5134078714620002
27.3501875,17.03343441491799831
27.4001875,20.67698262199199626
27.4501875,16.02010109905899775
27.4505625,19.75389245757600057
27.4509375,19.75389245757600057
27.5001875,19.8075399207969979
27.5501875,19.6350706129549976
27.6004375,14.08209635568199751
27.6008125,17.11976115069600007
27.6501875,18.14903992010399483
27.7001875,14.74748075953499787
27.7501875,12.76540437643899745
27.8001875,14.10856782363799762
27.8501875,11.90062512746800032
27.8505625,12.56110238446400013
27.9001875,16.34835998544699713
27.9501875,12.46158942919699791
28.0004375,12.48566635978900047
28.0501875,7.353621516238000265
28.0505625,12.5691862176200004
28.1001875,14.29787196496799945
28.1501875,14.08282670231099937
28.2001875,16.65562677505999995
28.2501875,15.69291226893500016
28.3001875,10.02601667466499785
28.3005625,15.02223959419900007
28.3501875,18.17710784033399556
28.4004375,13.87986575792999838
28.4501875,14.3049825453120007
28.5001875,14.29853154862799863
28.5501875,7.87934235604249975
28.5505625,12.58827332684499816
28.6001875,11.64667043008799746
28.6005625,9.64923450551069801
28.6009375,12.59189724141799966
28.6501875,18.18817348982599916
28.7001875,8.58278031025879781
28.7005625,10.49948814531099823
28.7501875,18.1917325968870002
28.8004375,17.0516404780319987
28.8501875,24.28535246522199735
28.9001875,27.72959518129799495
28.9501875,24.33904853086999495
29.0001875,26.0764091860059962
29.0501875,22.82934701050999838
29.1001875,21.11105660092700012
29.1501875,18.59731542918800066
29.2004375,26.35067285817800087
29.2501875,13.91797820595600038
29.2505625,24.25185464488799875
29.3001875,23.01126120596899931
29.3005625,19.64748143704699847
29.3501875,26.52927137299899827
29.4001875,26.8300631823499954
29.4501875,27.61892686939199837
29.5001875,20.02335579509799847
29.5501875,22.53915106461300145
29.6004375,24.04405944888699757
29.6501875,25.10895804753499752
29.7001875,24.649581847702997
29.7501875,25.53952845923100042
29.8001875,22.78399406208299627
29.8501875,23.89087050716099717
29.9001875,24.3696331506199967
29.9501875,23.3510016422259951
30.0004375,20.28191415617299488
30.0501875,23.00907957380899651
30.0505625,24.3842636487249961
30.1001875,23.8587945587679967
30.1501875,25.48994362835299642
30.2001875,12.81730036741999962
30.2005625,23.8535426788319994
30.2501875,26.66372521827999962
30.3001875,29.1433180275079947
30.3501875,20.9155371174679984
30.4004375,25.6608714686329974
30.4501875,25.02409434748300032
30.5001875,17.36298235825400121
30.5005625,21.22262300379799871
30.5501875,26.67104450300699617
30.6001875,25.4390648921139969
30.6501875,25.4090377104589961
30.7001875,25.01026515025199602
30.7501875,20.54985970752299797
30.8004375,25.7545657561019964
30.8501875,23.61881313849399777
30.9001875,27.22132762495499482
30.9501875,23.46257671676499962
31.0001875,26.14016581956099815
31.0501875,16.95521145376699927
31.0505625,24.4076564802319992
31.1001875,23.64160414564199882
31.1501875,26.99000136500200135
31.2004375,24.7734837736499997
31.2501875,20.65829328206000063
31.3001875,25.00832133705799962
31.3501875,24.875555817230996
31.4001875,26.79320164338199805
31.4501875,22.09786142125300035
31.5001875,21.05287465848699918
31.5501875,19.54781731949099558
31.5505625,23.09651497041699735
31.6004375,20.18683214069099556
31.6501875,17.06163605083899875
31.6505625,23.09814859190699812
31.7001875,21.52891424487099663
31.7501875,21.37484053128899565
31.8001875,24.6179188328840012
31.8501875,26.82971482971199597
31.9001875,20.61743062753999558
31.9501875,26.31564959093800117
32.0004375,20.73842133459999806
32.0008125,20.55604912193499691
32.0501875,25.37825528183299885
32.1001875,22.2116291402330005
32.1501875,19.40649044454099928
32.2001875,18.73877041332099926
32.2005625,23.79900981840300025
32.2501875,25.38077725005300057
32.3001875,16.77938824239399901
32.3005625,21.87233491800400025
32.3501875,22.77548764689599625
32.4004375,25.96790870984699485
32.4501875,17.76311540336600096
32.4505625,23.1087784258480012
32.5001875,24.37927590705199765
32.5501875,28.71537435603299557
32.6001875,25.65994765295300072
32.6501875,32.19100211045000027
32.7001875,28.85832175611799487
32.7501875,30.68341153289799892
32.8004375,31.74304239016599625
32.8501875,27.7725382845239962
32.9001875,25.0429407582739997
32.9501875,27.84546281656400157
33.0001875,20.12883999382499657
33.0005625,28.24606830376900025
33.0501875,29.84325005262299855
33.1001875,25.5572582659489952
33.1501875,30.52070652048999465
33.2004375,21.63114002902300103
33.2008125,30.24849973271799525
33.2501875,29.84441038454900037
33.3001875,28.06265597663799827
33.3501875,27.52783514442700145
33.4001875,25.8144175796509997
33.4501875,26.74901197757299787
33.5001875,26.354301079852
33.5501875,26.43876896990600032
33.6004375,30.9805916802319955
33.6501875,29.4091242113739993
33.7001875,26.32743949620400047
33.7501875,34.06917168904199387
33.8001875,30.86000978799199842
33.8501875,32.0934528921110028
33.9001875,29.57633808596899867
33.9501875,28.2852867568890004
33.9505625,30.39385501489299902
34.0004375,28.83886433011500107
34.0501875,29.9440706648649949
34.1001875,33.78458968714299705
34.1501875,24.03990830585599515
34.2001875,32.56061837813599867
34.2501875,31.14821521672200065
34.3001875,29.7930778911360007
34.3501875,33.25267279748999257
34.4004375,31.66555214974499662
34.4501875,28.75601104796799475
34.5001875,27.80944413730199462
34.5501875,29.5678436618820014
34.6001875,30.42336081980300107
34.6501875,24.99864294459799642
34.6505625,30.39241823564000087
34.7001875,34.18029213153099012
34.7501875,31.82905035527299717
34.8004375,30.92120376200799815
34.8501875,29.2924729896469954
34.9001875,32.420443466729992
34.9501875,33.07503937439599882
35.0001875,31.50169288872599782
35.0501875,37.33719454022200055
35.1001875,30.48839134587100107
35.1501875,36.24378922464700267
35.2004375,27.55931617333399677
35.2008125,30.7192924313759973
35.2501875,33.86913225666499717
35.3001875,28.9826043193380015
35.3501875,30.02235156750699462
35.4001875,28.46992980518299975
35.4501875,31.81475239553999745
35.5001875,33.24531021974600252
35.5501875,30.88910838454499687
35.6004375,33.94597962852900237
35.6501875,25.35608746454399657
35.7001875,32.78844012940199082
35.7501875,34.1101406656979974
35.8001875,28.90648505847499892
35.8501875,32.1843432102429999
35.9001875,29.81459984261599757
35.9501875,32.40914377446799207
36.0004375,33.41238138888499507
36.0501875,31.085035549109996
36.1001875,35.2977239873889913
36.1501875,32.70565329316200107
36.2001875,36.81092502167999202
36.2501875,39.25461011117299377
36.3001875,35.01729676835299175
36.3501875,31.25056273552199552
36.4004375,32.92009472081799962
36.4501875,35.7236699519740027
36.5001875,35.8344908466280002
36.5501875,34.44068134277499365
36.6001875,31.06110686021299462
36.6501875,25.05421046447199972
36.7001875,32.9457922921070007
36.7501875,30.35316995874699575
36.8004375,36.57242452204098962
36.8501875,32.49305667047599387
36.9001875,34.8314255094710034
36.9501875,31.47357768281899827
37.0001875,34.43621279511599182
37.0501875,33.38391907528699667
37.1001875,29.64252556097000015
37.1501875,32.90498754703199307
37.2004375,34.73532254820599962
37.2501875,32.9677297275679989
37.3001875,36.32931302274499767
37.3501875,26.09905320948999462
37.4001875,29.01568338912699815
37.4501875,24.71543583686499792
37.4505625,26.77954835092700127
37.5001875,24.24708988717199525
37.5501875,24.06430464859399612
37.6004375,25.53819178002699877
37.6501875,23.66779114097099767
37.7001875,23.2015412901169994
37.7501875,19.2813363075609984
37.8001875,21.76937520041099808
37.8501875,26.51262375756
37.9001875,27.7414318638330001
37.9501875,27.69108195315099852
38.0004375,25.04468210273099502
38.0008125,27.7723504104190012
38.0501875,29.03855604903899475
38.1001875,25.5954479322309964
38.1501875,31.07603317191799865
38.2001875,27.25614202550499945
38.2501875,27.45074418001500037
38.3001875,27.28195137181999985
38.3501875,27.6788498211570014
38.4004375,29.0741336185609994
38.4501875,18.97531639128099803
38.4505625,26.7528192369099997
38.5001875,25.15500980495099972
38.5501875,26.51549392637900115
38.6001875,27.69157400949600135
38.6501875,35.5856200558839929
38.7001875,28.85009111259400062
38.7501875,27.5751615521989989
38.8004375,31.79386758020199707
38.8501875,33.27325894765699832
38.9001875,31.32067369590299662
38.9501875,27.63031989855799952
39.0001875,27.63726923680899705
39.0501875,31.3546492402400004
39.1001875,30.82746952646400007
39.1501875,35.40928874782200332
39.2004375,31.2184860727049979
39.2501875,35.07515800153299767
39.3001875,29.6235957239209994
39.3501875,35.153146215986993
39.4001875,27.58952690285299515
39.4501875,28.36849222875299852
39.4505625,33.09149389947299357
